District,year,season,temperature_2m_mean,rain_sum
NASHIK,2019,Autumn,23.313702,84.15
NASHIK,2019,Kharif,24.752316,307.65
NASHIK,2019,Rabi,22.020725,0.625
NASHIK,2019,Summer,29.44896,0.55
OSMANABAD,1997,Autumn,24.007578,68.55
OSMANABAD,1997,Kharif,25.238873,108.350006
OSMANABAD,1997,Rabi,23.198593,17.4
OSMANABAD,1997,Summer,29.901602,8.2
OSMANABAD,1998,Autumn,22.839209,62.45
OSMANABAD,1998,Kharif,25.077625,192.7
OSMANABAD,1998,Rabi,23.805275,0.525
OSMANABAD,1998,Summer,32.18421,14.599999
OSMANABAD,1999,Autumn,22.60582,38.75
OSMANABAD,1999,Kharif,24.101273,160.8
OSMANABAD,1999,Rabi,23.790245,1.475
OSMANABAD,1999,Summer,30.838684,20.400002
OSMANABAD,2000,Autumn,24.013075,35.15
OSMANABAD,2000,Kharif,24.105946,198.425
OSMANABAD,2000,Rabi,23.467134,2.675
OSMANABAD,2000,Summer,30.677137,27.2
OSMANABAD,2001,Autumn,23.841003,53.250004
OSMANABAD,2001,Kharif,24.853628,128.8
OSMANABAD,2001,Rabi,24.59707,0.125
OSMANABAD,2001,Summer,31.059422,8.75
OSMANABAD,2002,Autumn,24.319208,34.95
OSMANABAD,2002,Kharif,24.55763,156.125
OSMANABAD,2002,Rabi,24.318455,7.775
OSMANABAD,2002,Summer,31.790075,13.05
OSMANABAD,2003,Autumn,25.07014,6.6
OSMANABAD,2003,Kharif,24.876085,150.95
OSMANABAD,2003,Rabi,25.001726,0.975
OSMANABAD,2003,Summer,32.04278,12.05
OSMANABAD,2004,Autumn,23.022278,48
OSMANABAD,2004,Kharif,24.499,152.95001
OSMANABAD,2004,Rabi,24.760954,1.15
OSMANABAD,2004,Summer,30.903694,31.650002
OSMANABAD,2005,Autumn,23.001022,43.15
OSMANABAD,2005,Kharif,24.939949,171.825
OSMANABAD,2005,Rabi,24.104996,1.7
OSMANABAD,2005,Summer,31.617393,12.299999
OSMANABAD,2006,Autumn,23.531832,46.45
OSMANABAD,2006,Kharif,24.466349,198.7
OSMANABAD,2006,Rabi,24.14475,5.7
OSMANABAD,2006,Summer,31.408436,27.199999
OSMANABAD,2007,Autumn,24.190584,5.8000007
OSMANABAD,2007,Kharif,24.566265,176.625
OSMANABAD,2007,Rabi,24.654373,0
OSMANABAD,2007,Summer,31.323372,9.25
OSMANABAD,2008,Autumn,24.07529,51
OSMANABAD,2008,Kharif,24.990559,136.5
OSMANABAD,2008,Rabi,24.01609,13.125
OSMANABAD,2008,Summer,31.089016,8.6
OSMANABAD,2009,Autumn,23.608715,109.7
OSMANABAD,2009,Kharif,25.297606,168.5
OSMANABAD,2009,Rabi,25.257195,9.875
OSMANABAD,2009,Summer,31.836113,19.55
OSMANABAD,2010,Autumn,23.447723,76.9
OSMANABAD,2010,Kharif,24.771772,207.84999
OSMANABAD,2010,Rabi,24.829475,3.775
OSMANABAD,2010,Summer,33.354317,5.6
OSMANABAD,2011,Autumn,24.700104,18.999998
OSMANABAD,2011,Kharif,24.216946,158.725
OSMANABAD,2011,Rabi,23.881432,2.2
OSMANABAD,2011,Summer,30.870121,8.9
OSMANABAD,2012,Autumn,23.675186,62.499996
OSMANABAD,2012,Kharif,25.478205,96.2
OSMANABAD,2012,Rabi,25.060215,0.05
OSMANABAD,2012,Summer,32.163383,5.95
OSMANABAD,2013,Autumn,23.606949,23.1
OSMANABAD,2013,Kharif,23.70126,234.45
OSMANABAD,2013,Rabi,24.962664,2.15
OSMANABAD,2013,Summer,32.385773,6.75
OSMANABAD,2014,Autumn,24.867485,38.85
OSMANABAD,2014,Kharif,25.484314,150.375
OSMANABAD,2014,Rabi,23.815647,22.25
OSMANABAD,2014,Summer,31.070786,22.5
OSMANABAD,2015,Autumn,25.09647,27.800001
OSMANABAD,2015,Kharif,25.703949,125.25
OSMANABAD,2015,Rabi,24.365725,9.799999
OSMANABAD,2015,Summer,30.70432,32.65
OSMANABAD,2016,Autumn,23.262829,12.400001
OSMANABAD,2016,Kharif,24.461746,205.7
OSMANABAD,2016,Rabi,25.098228,3.1499999
OSMANABAD,2016,Summer,32.39531,7.6000004
OSMANABAD,2017,Autumn,23.09275,58.7
OSMANABAD,2017,Kharif,24.953518,214.375
OSMANABAD,2017,Rabi,23.533457,4.6
OSMANABAD,2017,Summer,31.659494,4.65
OSMANABAD,2018,Autumn,24.424166,10.05
OSMANABAD,2018,Kharif,24.492702,154.6
OSMANABAD,2018,Rabi,22.933277,5.9750004
OSMANABAD,2018,Summer,30.819782,21.650002
OSMANABAD,2019,Autumn,23.276323,100.950005
OSMANABAD,2019,Kharif,25.344137,199.22499
OSMANABAD,2019,Rabi,23.575214,2.7
OSMANABAD,2019,Summer,32.299988,0.1
PARBHANI,1997,Autumn,24.85425,66.7
PARBHANI,1997,Kharif,27.391106,92.875
PARBHANI,1997,Rabi,22.858978,20.099998
PARBHANI,1997,Summer,31.25661,0.8000001
PARBHANI,1998,Autumn,23.589706,45.299995
PARBHANI,1998,Kharif,27.100733,177.95
PARBHANI,1998,Rabi,23.85687,0.82500005
PARBHANI,1998,Summer,33.865124,4.2000003
PARBHANI,1999,Autumn,23.017862,29.150002
PARBHANI,1999,Kharif,25.77386,177.525
PARBHANI,1999,Rabi,23.54829,3.575
PARBHANI,1999,Summer,32.48352,15.3
PARBHANI,2000,Autumn,25.708405,3.75
PARBHANI,2000,Kharif,25.861134,207.15001
PARBHANI,2000,Rabi,22.871605,5
PARBHANI,2000,Summer,32.10447,19.9
PARBHANI,2001,Autumn,23.874344,57.250004
PARBHANI,2001,Kharif,26.330667,152.85
PARBHANI,2001,Rabi,24.202892,0.7
PARBHANI,2001,Summer,32.41307,2.6
PARBHANI,2002,Autumn,24.40763,27.300001
PARBHANI,2002,Kharif,26.34552,180.62498
PARBHANI,2002,Rabi,24.177292,3.25
PARBHANI,2002,Summer,32.933586,4.55
PARBHANI,2003,Autumn,25.009033,8.65
PARBHANI,2003,Kharif,26.420853,153.275
PARBHANI,2003,Rabi,24.771338,1.075
PARBHANI,2003,Summer,32.758842,5.45
PARBHANI,2004,Autumn,23.549976,49
PARBHANI,2004,Kharif,26.486588,175.675
PARBHANI,2004,Rabi,24.734682,1.2750001
PARBHANI,2004,Summer,32.934616,15.35
PARBHANI,2005,Autumn,22.827785,79.549995
PARBHANI,2005,Kharif,26.89229,179.1
PARBHANI,2005,Rabi,23.585869,14.25
PARBHANI,2005,Summer,32.984543,4.65
PARBHANI,2006,Autumn,24.51292,15.450001
PARBHANI,2006,Kharif,26.403982,219.95
PARBHANI,2006,Rabi,23.592297,17.000002
PARBHANI,2006,Summer,32.028572,10.4
PARBHANI,2007,Autumn,24.49572,9.400001
PARBHANI,2007,Kharif,26.567837,172.225
PARBHANI,2007,Rabi,24.806747,0
PARBHANI,2007,Summer,32.482323,6.5
PARBHANI,2008,Autumn,24.502872,26.55
PARBHANI,2008,Kharif,26.676392,183.2
PARBHANI,2008,Rabi,24.241627,5.3750005
PARBHANI,2008,Summer,32.821487,2.9499998
PARBHANI,2009,Autumn,23.984856,80.3
PARBHANI,2009,Kharif,27.279785,196.15
PARBHANI,2009,Rabi,25.310379,3.9499998
PARBHANI,2009,Summer,32.723045,7.45
PARBHANI,2010,Autumn,24.999428,49.450005
PARBHANI,2010,Kharif,26.722382,251.375
PARBHANI,2010,Rabi,24.525753,3.1750002
PARBHANI,2010,Summer,33.995323,2.25
PARBHANI,2011,Autumn,25.248291,11.400001
PARBHANI,2011,Kharif,26.443624,139.425
PARBHANI,2011,Rabi,23.84151,0.3
PARBHANI,2011,Summer,32.361256,2.35
PARBHANI,2012,Autumn,24.268435,55.7
PARBHANI,2012,Kharif,27.282784,97.925
PARBHANI,2012,Rabi,24.763462,0.15
PARBHANI,2012,Summer,33.350838,2.4
PARBHANI,2013,Autumn,23.604197,52.85
PARBHANI,2013,Kharif,25.278252,293.35
PARBHANI,2013,Rabi,24.888926,2.2
PARBHANI,2013,Summer,34.01397,2.6499999
PARBHANI,2014,Autumn,25.41769,22.5
PARBHANI,2014,Kharif,27.59988,147.5
PARBHANI,2014,Rabi,23.42419,19.6
PARBHANI,2014,Summer,32.45143,4.85
PARBHANI,2015,Autumn,26.373005,8
PARBHANI,2015,Kharif,27.460316,166.675
PARBHANI,2015,Rabi,24.730242,6.9500003
PARBHANI,2015,Summer,32.307426,27.9
PARBHANI,2016,Autumn,23.59797,10.650001
PARBHANI,2016,Kharif,26.334223,236.29999
PARBHANI,2016,Rabi,25.285082,3.775
PARBHANI,2016,Summer,34.003876,4.65
PARBHANI,2017,Autumn,24.775085,57.1
PARBHANI,2017,Kharif,26.802723,179.20001
PARBHANI,2017,Rabi,23.87344,1.1999999
PARBHANI,2017,Summer,32.8815,4.05
PARBHANI,2018,Autumn,26.303017,5.2000003
PARBHANI,2018,Kharif,26.568031,212.075
PARBHANI,2018,Rabi,23.9035,5.275
PARBHANI,2018,Summer,33.30439,7.9500003
PARBHANI,2019,Autumn,24.291157,96.35
PARBHANI,2019,Kharif,27.53659,203.75
PARBHANI,2019,Rabi,24.056023,3.3749995
PARBHANI,2019,Summer,34.017357,0.65
PUNE,1997,Autumn,24.354603,44.25
PUNE,1997,Kharif,24.106628,342.12497
PUNE,1997,Rabi,23.121664,15.874999
PUNE,1997,Summer,27.410366,14.450001
PUNE,1998,Autumn,23.329195,82.75
PUNE,1998,Kharif,24.589508,393.44998
PUNE,1998,Rabi,22.993797,0.57500005
PUNE,1998,Summer,29.744148,5.45
PUNE,1999,Autumn,23.547358,75.35
PUNE,1999,Kharif,23.669678,321.25
PUNE,1999,Rabi,23.690056,0.2
PUNE,1999,Summer,27.724737,21.25
PUNE,2000,Autumn,24.694614,53.5
PUNE,2000,Kharif,23.864212,332.425
PUNE,2000,Rabi,23.022785,4.2000003
PUNE,2000,Summer,27.724045,53.1
PUNE,2001,Autumn,23.915688,52.45
PUNE,2001,Kharif,23.885225,327.7
PUNE,2001,Rabi,23.786467,0.075
PUNE,2001,Summer,28.399189,18.1
PUNE,2002,Autumn,24.86596,21.35
PUNE,2002,Kharif,24.05951,334.475
PUNE,2002,Rabi,24.052052,0.32500002
PUNE,2002,Summer,28.921661,24.150002
PUNE,2003,Autumn,25.10127,16.300001
PUNE,2003,Kharif,24.030302,316.625
PUNE,2003,Rabi,24.70197,1.0249999
PUNE,2003,Summer,29.068613,5.1499996
PUNE,2004,Autumn,23.705353,46.5
PUNE,2004,Kharif,23.81696,412.775
PUNE,2004,Rabi,24.40685,0
PUNE,2004,Summer,28.478428,35.45
PUNE,2005,Autumn,23.242195,41.45
PUNE,2005,Kharif,24.200788,522.9
PUNE,2005,Rabi,23.591969,1.725
PUNE,2005,Summer,29.029388,12.2
PUNE,2006,Autumn,24.229801,43.6
PUNE,2006,Kharif,23.848557,566.875
PUNE,2006,Rabi,24.178093,1.1500001
PUNE,2006,Summer,28.58308,42.05
PUNE,2007,Autumn,24.646786,13.3
PUNE,2007,Kharif,24.32357,426.875
PUNE,2007,Rabi,24.538692,0.55
PUNE,2007,Summer,28.830494,25.100002
PUNE,2008,Autumn,24.787788,57.65
PUNE,2008,Kharif,23.848295,406.925
PUNE,2008,Rabi,23.8461,4.575
PUNE,2008,Summer,28.501913,8.85
PUNE,2009,Autumn,23.739414,147.3
PUNE,2009,Kharif,24.505146,387.125
PUNE,2009,Rabi,24.91257,1.325
PUNE,2009,Summer,29.434788,2.95
PUNE,2010,Autumn,23.735752,152.95
PUNE,2010,Kharif,24.36979,467.625
PUNE,2010,Rabi,24.08694,1.625
PUNE,2010,Summer,30.069841,9.4
PUNE,2011,Autumn,24.729687,54.2
PUNE,2011,Kharif,23.70834,459
PUNE,2011,Rabi,24.139702,0.275
PUNE,2011,Summer,28.422956,6.25
PUNE,2012,Autumn,24.644417,94.149994
PUNE,2012,Kharif,24.350933,250.4
PUNE,2012,Rabi,24.073065,0
PUNE,2012,Summer,28.626835,4.75
PUNE,2013,Autumn,24.183111,28.25
PUNE,2013,Kharif,23.40758,501.925
PUNE,2013,Rabi,24.303896,1.125
PUNE,2013,Summer,28.838608,4.2
PUNE,2014,Autumn,24.847145,45.9
PUNE,2014,Kharif,24.600372,401.225
PUNE,2014,Rabi,23.40027,4.9750004
PUNE,2014,Summer,29.306725,17.099998
PUNE,2015,Autumn,26.122776,80.2
PUNE,2015,Kharif,24.636429,249.7
PUNE,2015,Rabi,23.673004,15.050001
PUNE,2015,Summer,28.753967,10.8
PUNE,2016,Autumn,23.519424,25.55
PUNE,2016,Kharif,24.001066,520.875
PUNE,2016,Rabi,24.682644,3.3249998
PUNE,2016,Summer,29.549694,8.45
PUNE,2017,Autumn,23.725029,51.7
PUNE,2017,Kharif,24.74051,200.65
PUNE,2017,Rabi,23.76068,1.7249999
PUNE,2017,Summer,29.18135,11.25
PUNE,2018,Autumn,25.152943,20.45
PUNE,2018,Kharif,24.322115,151.52501
PUNE,2018,Rabi,23.781649,0.675
PUNE,2018,Summer,29.341316,15.6
PUNE,2019,Autumn,23.703693,121.35
PUNE,2019,Kharif,24.990763,307.175
PUNE,2019,Rabi,23.590681,2.2
PUNE,2019,Summer,29.526009,0.1
RAIGAD,1997,Autumn,25.105911,30.650002
RAIGAD,1997,Kharif,23.896145,553.575
RAIGAD,1997,Rabi,22.406574,10.900001
RAIGAD,1997,Summer,25.948849,16.3
RAIGAD,1998,Autumn,23.7966,87.950005
RAIGAD,1998,Kharif,24.38647,603.675
RAIGAD,1998,Rabi,22.402685,0.37500003
RAIGAD,1998,Summer,27.656761,11.400001
RAIGAD,1999,Autumn,23.950424,84.1
RAIGAD,1999,Kharif,23.47231,508.1
RAIGAD,1999,Rabi,23.062527,0.325
RAIGAD,1999,Summer,25.932644,32.25
RAIGAD,2000,Autumn,24.379105,61.250004
RAIGAD,2000,Kharif,23.720015,498.05
RAIGAD,2000,Rabi,22.301899,1.55
RAIGAD,2000,Summer,25.856577,63.15
RAIGAD,2001,Autumn,24.35559,60.750004
RAIGAD,2001,Kharif,23.504765,491.875
RAIGAD,2001,Rabi,22.525272,0.025
RAIGAD,2001,Summer,26.634052,33.75
RAIGAD,2002,Autumn,25.140942,46.6
RAIGAD,2002,Kharif,23.911804,455.8
RAIGAD,2002,Rabi,23.299316,0.25
RAIGAD,2002,Summer,27.272306,26.4
RAIGAD,2003,Autumn,25.136292,21.1
RAIGAD,2003,Kharif,23.759007,475.55
RAIGAD,2003,Rabi,23.623095,1.1750001
RAIGAD,2003,Summer,26.829872,4.3
RAIGAD,2004,Autumn,24.220367,42.25
RAIGAD,2004,Kharif,23.649212,586.075
RAIGAD,2004,Rabi,23.354286,0
RAIGAD,2004,Summer,26.72731,40.45
RAIGAD,2005,Autumn,23.93376,46.75
RAIGAD,2005,Kharif,24.00967,735.07495
RAIGAD,2005,Rabi,22.506922,0.725
RAIGAD,2005,Summer,27.119385,14.3
RAIGAD,2006,Autumn,24.857624,60.65
RAIGAD,2006,Kharif,23.736378,794.725
RAIGAD,2006,Rabi,23.801697,1.2749999
RAIGAD,2006,Summer,26.26989,116.59999
RAIGAD,2007,Autumn,24.91024,17.15
RAIGAD,2007,Kharif,24.041142,690.45
RAIGAD,2007,Rabi,23.793673,0.275
RAIGAD,2007,Summer,27.230156,35.65
RAIGAD,2008,Autumn,24.900013,51.85
RAIGAD,2008,Kharif,23.703281,612.225
RAIGAD,2008,Rabi,23.061153,6.8250003
RAIGAD,2008,Summer,27.07581,9.150001
RAIGAD,2009,Autumn,24.217796,159.65
RAIGAD,2009,Kharif,24.274973,559.75
RAIGAD,2009,Rabi,24.101013,1.5500001
RAIGAD,2009,Summer,27.506962,4.6
RAIGAD,2010,Autumn,24.271008,121.85
RAIGAD,2010,Kharif,24.181204,651.925
RAIGAD,2010,Rabi,23.246376,0.7
RAIGAD,2010,Summer,27.913696,10.65
RAIGAD,2011,Autumn,25.008667,59.149998
RAIGAD,2011,Kharif,23.517471,636.55
RAIGAD,2011,Rabi,23.32826,0.25
RAIGAD,2011,Summer,26.56388,10.75
RAIGAD,2012,Autumn,24.28085,99.8
RAIGAD,2012,Kharif,23.806377,446.87503
RAIGAD,2012,Rabi,22.749807,0.3
RAIGAD,2012,Summer,26.346634,6.8
RAIGAD,2013,Autumn,24.521055,33.2
RAIGAD,2013,Kharif,23.24258,743.55
RAIGAD,2013,Rabi,23.076363,0.35000005
RAIGAD,2013,Summer,26.597467,5.8500004
RAIGAD,2014,Autumn,25.439901,52.55
RAIGAD,2014,Kharif,24.278952,597.925
RAIGAD,2014,Rabi,22.949741,2.975
RAIGAD,2014,Summer,27.340588,21.099998
RAIGAD,2015,Autumn,25.732838,75.899994
RAIGAD,2015,Kharif,24.282846,368.875
RAIGAD,2015,Rabi,23.067726,16.375
RAIGAD,2015,Summer,27.11795,13.550001
RAIGAD,2016,Autumn,23.794868,32.55
RAIGAD,2016,Kharif,23.83606,665.725
RAIGAD,2016,Rabi,23.39976,1.4499999
RAIGAD,2016,Summer,27.31239,17
RAIGAD,2017,Autumn,24.631824,113.3
RAIGAD,2017,Kharif,24.248314,552.32495
RAIGAD,2017,Rabi,23.436079,4.0249996
RAIGAD,2017,Summer,27.262672,20.349998
RAIGAD,2018,Autumn,25.857159,35.75
RAIGAD,2018,Kharif,23.923721,484.45
RAIGAD,2018,Rabi,23.783186,1.225
RAIGAD,2018,Summer,27.514122,10.7
RAIGAD,2019,Autumn,24.835163,183.7
RAIGAD,2019,Kharif,24.361477,712.14996
RAIGAD,2019,Rabi,22.994545,1.6
RAIGAD,2019,Summer,27.234398,1.45
RATNAGIRI,1997,Autumn,26.28735,36.25
RATNAGIRI,1997,Kharif,24.53915,615.65
RATNAGIRI,1997,Rabi,24.251347,10.975
RATNAGIRI,1997,Summer,26.944233,23.449999
RATNAGIRI,1998,Autumn,24.89561,113.35
RATNAGIRI,1998,Kharif,25.02214,640.675
RATNAGIRI,1998,Rabi,24.287407,0.05
RATNAGIRI,1998,Summer,28.71266,7.9
RATNAGIRI,1999,Autumn,25.003119,87.75
RATNAGIRI,1999,Kharif,24.054718,575.22504
RATNAGIRI,1999,Rabi,24.90863,0.22500001
RATNAGIRI,1999,Summer,26.665316,55.249996
RATNAGIRI,2000,Autumn,25.302652,94.799995
RATNAGIRI,2000,Kharif,24.367722,635.25
RATNAGIRI,2000,Rabi,24.142656,1.8000001
RATNAGIRI,2000,Summer,26.707426,82.65
RATNAGIRI,2001,Autumn,25.826529,97.950005
RATNAGIRI,2001,Kharif,24.257586,509.9
RATNAGIRI,2001,Rabi,24.5224,0
RATNAGIRI,2001,Summer,27.294636,38.05
RATNAGIRI,2002,Autumn,25.884188,76.399994
RATNAGIRI,2002,Kharif,24.587051,528.25
RATNAGIRI,2002,Rabi,24.882736,1.075
RATNAGIRI,2002,Summer,28.09639,26.95
RATNAGIRI,2003,Autumn,26.01664,28.800001
RATNAGIRI,2003,Kharif,24.440527,555.85
RATNAGIRI,2003,Rabi,25.29344,0.55
RATNAGIRI,2003,Summer,27.92627,2.75
RATNAGIRI,2004,Autumn,25.478935,37.2
RATNAGIRI,2004,Kharif,24.279099,673.05005
RATNAGIRI,2004,Rabi,24.80577,0.025
RATNAGIRI,2004,Summer,27.467293,52.800003
RATNAGIRI,2005,Autumn,24.82531,62.65
RATNAGIRI,2005,Kharif,24.68773,792.02496
RATNAGIRI,2005,Rabi,24.288116,1.125
RATNAGIRI,2005,Summer,28.11733,12.300001
RATNAGIRI,2006,Autumn,25.983551,97.45
RATNAGIRI,2006,Kharif,24.411495,871.375
RATNAGIRI,2006,Rabi,24.996841,2.9500003
RATNAGIRI,2006,Summer,26.970348,213.95
RATNAGIRI,2007,Autumn,25.453167,48.699997
RATNAGIRI,2007,Kharif,24.618309,809.55
RATNAGIRI,2007,Rabi,25.491564,0.3
RATNAGIRI,2007,Summer,27.993996,25.65
RATNAGIRI,2008,Autumn,26.122622,56.55
RATNAGIRI,2008,Kharif,24.420382,793.6
RATNAGIRI,2008,Rabi,24.736406,13.125
RATNAGIRI,2008,Summer,27.464216,11.15
RATNAGIRI,2009,Autumn,25.500755,184.25
RATNAGIRI,2009,Kharif,24.807964,696.775
RATNAGIRI,2009,Rabi,25.672165,1.725
RATNAGIRI,2009,Summer,28.174023,7.2
RATNAGIRI,2010,Autumn,25.132969,172.75
RATNAGIRI,2010,Kharif,24.79588,781.7
RATNAGIRI,2010,Rabi,24.922314,1
RATNAGIRI,2010,Summer,28.6133,12.25
RATNAGIRI,2011,Autumn,25.751417,89.35
RATNAGIRI,2011,Kharif,24.106771,842.52496
RATNAGIRI,2011,Rabi,24.684114,0.075
RATNAGIRI,2011,Summer,27.441961,9.95
RATNAGIRI,2012,Autumn,25.654505,95
RATNAGIRI,2012,Kharif,24.340385,610.55
RATNAGIRI,2012,Rabi,24.325565,0.05
RATNAGIRI,2012,Summer,27.038588,4.15
RATNAGIRI,2013,Autumn,25.400967,53.15
RATNAGIRI,2013,Kharif,23.94186,872.8
RATNAGIRI,2013,Rabi,24.860926,0.425
RATNAGIRI,2013,Summer,27.279835,6.25
RATNAGIRI,2014,Autumn,25.598484,119.1
RATNAGIRI,2014,Kharif,24.80408,708.35
RATNAGIRI,2014,Rabi,24.60221,7.675
RATNAGIRI,2014,Summer,28.204464,18.1
RATNAGIRI,2015,Autumn,26.752792,81.75
RATNAGIRI,2015,Kharif,24.995546,433.22498
RATNAGIRI,2015,Rabi,24.728252,11.300001
RATNAGIRI,2015,Summer,27.865597,13.400001
RATNAGIRI,2016,Autumn,25.045563,32.7
RATNAGIRI,2016,Kharif,24.39019,760.1
RATNAGIRI,2016,Rabi,25.113194,2.1000001
RATNAGIRI,2016,Summer,28.112783,11.400001
RATNAGIRI,2017,Autumn,25.886967,104.1
RATNAGIRI,2017,Kharif,25.192324,415.5
RATNAGIRI,2017,Rabi,25.104153,2.35
RATNAGIRI,2017,Summer,28.938107,16.5
RATNAGIRI,2018,Autumn,26.610828,36.800003
RATNAGIRI,2018,Kharif,24.838503,577.675
RATNAGIRI,2018,Rabi,25.210136,1.55
RATNAGIRI,2018,Summer,29.293583,13.7
RATNAGIRI,2019,Autumn,26.192238,152.49998
RATNAGIRI,2019,Kharif,25.416214,601.875
RATNAGIRI,2019,Rabi,24.82724,0.525
RATNAGIRI,2019,Summer,28.987152,2.45
SANGLI,1997,Autumn,24.425962,73.850006
SANGLI,1997,Kharif,23.953674,107.9
SANGLI,1997,Rabi,23.970886,8.625
SANGLI,1997,Summer,28.19696,14
SANGLI,1998,Autumn,23.071716,62.85
SANGLI,1998,Kharif,24.390553,165.8
SANGLI,1998,Rabi,24.299875,0.025
SANGLI,1998,Summer,30.550877,13.85
SANGLI,1999,Autumn,23.519773,79.2
SANGLI,1999,Kharif,23.566189,108.924995
SANGLI,1999,Rabi,24.811125,0.47500002
SANGLI,1999,Summer,28.35925,25.15
SANGLI,2000,Autumn,23.878386,83.399994
SANGLI,2000,Kharif,23.583033,182.90001
SANGLI,2000,Rabi,24.199135,1.4
SANGLI,2000,Summer,28.57546,24.1
SANGLI,2001,Autumn,24.125233,120.85
SANGLI,2001,Kharif,24.071472,98.05
SANGLI,2001,Rabi,24.500479,0.275
SANGLI,2001,Summer,28.731062,6.6
SANGLI,2002,Autumn,25.024147,48.999996
SANGLI,2002,Kharif,23.949308,118.475
SANGLI,2002,Rabi,24.944752,0.85
SANGLI,2002,Summer,29.535915,19.75
SANGLI,2003,Autumn,26.118116,14.900001
SANGLI,2003,Kharif,24.214478,96.325005
SANGLI,2003,Rabi,25.843666,0.875
SANGLI,2003,Summer,30.150213,3.1
SANGLI,2004,Autumn,24.569723,25.95
SANGLI,2004,Kharif,23.645306,140
SANGLI,2004,Rabi,25.566563,0.375
SANGLI,2004,Summer,28.864456,48.7
SANGLI,2005,Autumn,23.059536,62.25
SANGLI,2005,Kharif,24.036665,176.1
SANGLI,2005,Rabi,25.011677,0.57500005
SANGLI,2005,Summer,29.718683,24.9
SANGLI,2006,Autumn,23.98408,66.55
SANGLI,2006,Kharif,23.57995,177.35
SANGLI,2006,Rabi,24.683945,1
SANGLI,2006,Summer,29.24466,140.70001
SANGLI,2007,Autumn,24.657993,11.099999
SANGLI,2007,Kharif,23.974707,170.125
SANGLI,2007,Rabi,25.139292,0.025
SANGLI,2007,Summer,29.408062,25.2
SANGLI,2008,Autumn,24.162142,87.55
SANGLI,2008,Kharif,23.762474,140.975
SANGLI,2008,Rabi,23.814312,22.15
SANGLI,2008,Summer,28.683374,10.85
SANGLI,2009,Autumn,23.477568,100.05
SANGLI,2009,Kharif,24.183239,184.05
SANGLI,2009,Rabi,25.120672,1.625
SANGLI,2009,Summer,29.733154,13.15
SANGLI,2010,Autumn,23.5587,75.7
SANGLI,2010,Kharif,24.086569,202.55
SANGLI,2010,Rabi,24.758951,3.2000003
SANGLI,2010,Summer,30.558268,6.3500004
SANGLI,2011,Autumn,24.601597,40.95
SANGLI,2011,Kharif,23.407524,158.7
SANGLI,2011,Rabi,24.41127,0.3
SANGLI,2011,Summer,28.880167,15.2
SANGLI,2012,Autumn,24.00464,58.45
SANGLI,2012,Kharif,23.872677,113.125
SANGLI,2012,Rabi,24.813444,0.40000004
SANGLI,2012,Summer,29.18443,11.35
SANGLI,2013,Autumn,23.60676,44.149998
SANGLI,2013,Kharif,23.19038,189.525
SANGLI,2013,Rabi,24.898897,0.675
SANGLI,2013,Summer,29.55807,3.1000001
SANGLI,2014,Autumn,24.461216,53.149998
SANGLI,2014,Kharif,24.352493,136.6
SANGLI,2014,Rabi,24.182938,6.5750003
SANGLI,2014,Summer,29.54887,26.45
SANGLI,2015,Autumn,26.466461,44
SANGLI,2015,Kharif,24.836884,78.5
SANGLI,2015,Rabi,24.98099,5.925
SANGLI,2015,Summer,29.229568,21.35
SANGLI,2016,Autumn,23.69712,36.699997
SANGLI,2016,Kharif,23.73803,162.1
SANGLI,2016,Rabi,25.873146,2.175
SANGLI,2016,Summer,30.665722,10.05
SANGLI,2017,Autumn,23.97619,64.65
SANGLI,2017,Kharif,24.214336,156.54999
SANGLI,2017,Rabi,24.836964,0.725
SANGLI,2017,Summer,29.634415,7.9500003
SANGLI,2018,Autumn,25.459505,24.3
SANGLI,2018,Kharif,23.548716,159.375
SANGLI,2018,Rabi,24.617672,1.6500001
SANGLI,2018,Summer,29.634317,21.3
SANGLI,2019,Autumn,23.62626,146.15
SANGLI,2019,Kharif,24.315472,231.125
SANGLI,2019,Rabi,24.54737,1.3000001
SANGLI,2019,Summer,30.046923,0.45000002
SATARA,1997,Autumn,22.567509,89.95
SATARA,1997,Kharif,22.50959,168.55
SATARA,1997,Rabi,21.823063,12.424999
SATARA,1997,Summer,26.216005,34.4
SATARA,1998,Autumn,21.40628,43.4
SATARA,1998,Kharif,23.027239,212.20001
SATARA,1998,Rabi,21.92089,0.05
SATARA,1998,Summer,28.865578,11.799999
SATARA,1999,Autumn,21.4446,54.15
SATARA,1999,Kharif,22.15831,153.54999
SATARA,1999,Rabi,22.557281,0.6
SATARA,1999,Summer,26.848766,19.35
SATARA,2000,Autumn,22.250658,52.600002
SATARA,2000,Kharif,22.21011,245.17502
SATARA,2000,Rabi,21.601439,1.825
SATARA,2000,Summer,26.768269,33.2
SATARA,2001,Autumn,22.053125,58.45
SATARA,2001,Kharif,22.54963,134.15
SATARA,2001,Rabi,22.180828,0.22500001
SATARA,2001,Summer,26.971996,14.85
SATARA,2002,Autumn,23.067078,52.950005
SATARA,2002,Kharif,22.521412,134.77501
SATARA,2002,Rabi,22.752516,0.725
SATARA,2002,Summer,27.824549,19.349998
SATARA,2003,Autumn,24.194534,12.299999
SATARA,2003,Kharif,22.7287,151.575
SATARA,2003,Rabi,23.57804,1.2
SATARA,2003,Summer,28.383924,7.65
